Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1986,120,Jean de Florette,Drama,"Montand, Yves","Depardieu, Elizabeth","Berri, Claude",87,Yes,"Jean de Florette: a Montand, Yves and Depardieu, Elizabeth film’s, directed by Berri, Claude"
1989,127,Fat Man & Little Boy,Drama,"Newman, Paul","Dern, Laura","Joffe, Roland",86,No,"Fat Man & Little Boy: a Newman, Paul and Dern, Laura film’s, directed by Joffe, Roland"
1990,125,Wild at Heart,Drama,"Cage, Nicolas","Dern, Laura","Lynch, David",6,No,"Wild at Heart: a Cage, Nicolas and Dern, Laura film’s, directed by Lynch, David"
1988,103,Stand & Deliver,Drama,"Olmos, Edward James","DeSoto, Rosana","Menendez, Ramon",19,No,"Stand & Deliver: a Olmos, Edward James and DeSoto, Rosana film’s, directed by Menendez, Ramon"
1940,83,Seven Sinners,Drama,"Wayne, John","Dietrich, Marlene","Garnett, Tay",24,No,"Seven Sinners: a Wayne, John and Dietrich, Marlene film’s, directed by Garnett, Tay"
1961,190,Judgment at Nuremberg,Drama,"Tracy, Spencer","Dietrich, Marlene","Kramer, Stanley",39,Yes,"Judgment at Nuremberg: a Tracy, Spencer and Dietrich, Marlene film’s, directed by Kramer, Stanley"
1987,130,Wings of Desire,Drama,"Ganz, Bruno","Dommartin, Solveig","Wenders, Wim",71,No,"Wings of Desire: a Ganz, Bruno and Dommartin, Solveig film’s, directed by Wenders, Wim"
1991,158,Until the End of the World,Drama,"Hurt, William","Dommartin, Solveig","Wenders, Wim",57,No,"Until the End of the World: a Hurt, William and Dommartin, Solveig film’s, directed by Wenders, Wim"
1987,118,Castaway,Drama,"Reed, Oliver","Donohoe, Amanda","Roeg, Nicolas",41,No,"Castaway: a Reed, Oliver and Donohoe, Amanda film’s, directed by Roeg, Nicolas"
1991,110,Hanover Street,Drama,"Ford, Harrison","Down, Lesley-Anne","Hyams, Peter",81,No,"Hanover Street: a Ford, Harrison and Down, Lesley-Anne film’s, directed by Hyams, Peter"
1991,102,Hunchback,Drama,"Hopkins, Anthony","Down, Lesley-Anne","Tuchner, Michael",33,No,"Hunchback: a Hopkins, Anthony and Down, Lesley-Anne film’s, directed by Tuchner, Michael"
1992,85,Double Edge,Drama,"Eban, Abba","Dunaway, Faye","Kollek, Amos",69,No,"Double Edge: a Eban, Abba and Dunaway, Faye film’s, directed by Kollek, Amos"
1974,131,Chinatown,Drama,"Nicholson, Jack","Dunaway, Faye","Polanski, Roman",55,Yes,"Chinatown: a Nicholson, Jack and Dunaway, Faye film’s, directed by Polanski, Roman"
1975,117,Three Days of the Condor,Drama,"Redford, Robert","Dunaway, Faye","Pollack, Sydney",87,No,"Three Days of the Condor: a Redford, Robert and Dunaway, Faye film’s, directed by Pollack, Sydney"
1977,134,Voyage of the Damned,Drama,"Sydow, Max von","Dunaway, Faye","Rosenberg, Stuart",34,No,"Voyage of the Damned: a Sydow, Max von and Dunaway, Faye film’s, directed by Rosenberg, Stuart"
1987,97,Barfly,Drama,"Rourke, Mickey","Dunaway, Faye","Schroeder, Barbet",23,No,"Barfly: a Rourke, Mickey and Dunaway, Faye film’s, directed by Schroeder, Barbet"
1990,104,"Wait Until Spring, Bandini",Drama,"Mantegna, Joe","Dunaway, Faye",,20,No,
1943,,A Guy Named Joe,Drama,"Tracy, Spencer","Dunne, Irene","Fleming, Victor",42,No,"A Guy Named Joe: a Tracy, Spencer and Dunne, Irene film’s, directed by Fleming, Victor"
1974,117,Stavisky,Drama,"Belmondo, Jean-Paul","Duperey, Anny","Resnais, Alain",1,No,"Stavisky: a Belmondo, Jean-Paul and Duperey, Anny film’s, directed by Resnais, Alain"
1961,140,La Dolce Vita,Drama,"Mastroianni, Marcello","Ekberg, Anita","Fellini, Federico",20,No,"La Dolce Vita: a Mastroianni, Marcello and Ekberg, Anita film’s, directed by Fellini, Federico"
1987,94,Kandyland,Drama,"Laulette, Charles","Evenson, Kim","Schnitzer, Robert Allen",41,No,"Kandyland: a Laulette, Charles and Evenson, Kim film’s, directed by Schnitzer, Robert Allen"
1987,94,Campus Man,Drama,"Dye, John","Fairchild, Morgan","Casden, Ron",38,No,"Campus Man: a Dye, John and Fairchild, Morgan film’s, directed by Casden, Ron"
1956,101,Jubal,Drama,"Ford, Glenn","Farr, Felicia","Daves, Delmer",32,No,"Jubal: a Ford, Glenn and Farr, Felicia film’s, directed by Daves, Delmer"
1986,95,Between Two Women,Drama,"Nouri, Michael","Fawcett, Farrah","Avnet, John",52,No,"Between Two Women: a Nouri, Michael and Fawcett, Farrah film’s, directed by Avnet, John"
1978,450,Holocaust,Drama,"Bottoms, Joseph","Feldshuh, Tovah","Chomsky, Marvin J.",1,No,"Holocaust: a Bottoms, Joseph and Feldshuh, Tovah film’s, directed by Chomsky, Marvin J."
1992,90,Diary of a Hitman,Drama,"Whitaker, Forest","Fenn, Sherilyn","London, Roy",67,No,"Diary of a Hitman: a Whitaker, Forest and Fenn, Sherilyn film’s, directed by London, Roy"
1984,112,Places in the Heart,Drama,"Harris, Ed","Field, Sally","Benton, Robert",83,Yes,"Places in the Heart: a Harris, Ed and Field, Sally film’s, directed by Benton, Robert"
1991,106,Not Without My Daughter,Drama,"Molina, Alfred","Field, Sally","Gilbert, Brian",55,No,"Not Without My Daughter: a Molina, Alfred and Field, Sally film’s, directed by Gilbert, Brian"
1977,113,Heroes,Drama,"Winkler, Henry","Field, Sally","Kagan, Jeremy Paul",17,No,"Heroes: a Winkler, Henry and Field, Sally film’s, directed by Kagan, Jeremy Paul"
1981,116,Absence of Malice,Drama,"Newman, Paul","Field, Sally","Pollack, Sydney",76,No,"Absence of Malice: a Newman, Paul and Field, Sally film’s, directed by Pollack, Sydney"
1979,110,Norma Rae,Drama,"Bridges, Beau","Field, Sally","Ritt, Martin",64,Yes,"Norma Rae: a Bridges, Beau and Field, Sally film’s, directed by Ritt, Martin"
1989,118,Steel Magnolias,Drama,"Skerritt, Tom","Field, Sally","Ross, Herbert",66,No,"Steel Magnolias: a Skerritt, Tom and Field, Sally film’s, directed by Ross, Herbert"
1991,104,Hear My Song,Drama,"Dunbar, Adrian","Fitzgerald, Tara","Chelsom, Peter",72,No,"Hear My Song: a Dunbar, Adrian and Fitzgerald, Tara film’s, directed by Chelsom, Peter"
1972,129,Roma,Drama,"Gonzales, Peter","Florence, Fiona","Fellini, Federico",75,No,"Roma: a Gonzales, Peter and Florence, Fiona film’s, directed by Fellini, Federico"
1979,122,"China Syndrome, The",Drama,"Douglas, Michael","Fonda, Jane","Bridges, James",43,No,"China Syndrome, The: a Douglas, Michael and Fonda, Jane film’s, directed by Bridges, James"
1971,114,Klute,Drama,"Sutherland, Donald","Fonda, Jane","Pakula, Alan J.",15,Yes,"Klute: a Sutherland, Donald and Fonda, Jane film’s, directed by Pakula, Alan J."
1991,,Coming Home,Drama,"Voight, Jon","Fonda, Jane",,1,Yes,
1940,130,Rebecca,Drama,"Olivier, Laurence","Fontaine, Joan","Hitchcock, Alfred",78,Yes,"Rebecca: a Olivier, Laurence and Fontaine, Joan film’s, directed by Hitchcock, Alfred"
1944,96,Jane Eyre,Drama,"Welles, Orson","Fontaine, Joan","Stevenson, Robert",44,No,"Jane Eyre: a Welles, Orson and Fontaine, Joan film’s, directed by Stevenson, Robert"
1988,98,Stealing Home,Drama,"Harmon, Mark","Foster, Jodie","Kampmann, Steven",76,No,"Stealing Home: a Harmon, Mark and Foster, Jodie film’s, directed by Kampmann, Steven"
1988,,Five Corners,Drama,"Robbins, Tim","Foster, Jodie",,88,No,
1955,,"Blackboard Jungle, The",Drama,"Ford, Glenn","Francis, Anne","Brooks, Richard",66,No,"Blackboard Jungle, The: a Ford, Glenn and Francis, Anne film’s, directed by Brooks, Richard"
1989,103,My Left Foot,Drama,"Day-Lewis, Daniel","Fricker, Brenda","Sheridan, Jim",32,Yes,"My Left Foot: a Day-Lewis, Daniel and Fricker, Brenda film’s, directed by Sheridan, Jim"
1934,85,"Painted Veil, The",Drama,"Marshall, Herbert","Garbo, Greta","Boleslawski, Richard",57,No,"Painted Veil, The: a Marshall, Herbert and Garbo, Greta film’s, directed by Boleslawski, Richard"
1931,74,Inspiration,Drama,"Apfel, Oscar","Garbo, Greta","Brown, Clarence",66,No,"Inspiration: a Apfel, Oscar and Garbo, Greta film’s, directed by Brown, Clarence"
1930,92,Anna Christie,Drama,"Bickford, Charles","Garbo, Greta","Brown, Clarence",0,No,"Anna Christie: a Bickford, Charles and Garbo, Greta film’s, directed by Brown, Clarence"
1926,109,"Flesh & the Devil, The",Drama,"Gilbert, John","Garbo, Greta","Brown, Clarence",72,No,"Flesh & the Devil, The: a Gilbert, John and Garbo, Greta film’s, directed by Brown, Clarence"
1928,90,Woman of Affairs,Drama,"Gilbert, John","Garbo, Greta","Brown, Clarence",83,No,"Woman of Affairs: a Gilbert, John and Garbo, Greta film’s, directed by Brown, Clarence"
1935,96,Anna Karenina,Drama,"March, Fredric","Garbo, Greta","Brown, Clarence",35,Yes,"Anna Karenina: a March, Fredric and Garbo, Greta film’s, directed by Brown, Clarence"
1936,110,Camille,Drama,"Taylor, Robert","Garbo, Greta","Cukor, George",74,No,"Camille: a Taylor, Robert and Garbo, Greta film’s, directed by Cukor, George"
1931,91,Mata Hari,Drama,"Novarro, Ramon","Garbo, Greta","Fitzmaurice, George",67,No,"Mata Hari: a Novarro, Ramon and Garbo, Greta film’s, directed by Fitzmaurice, George"
1929,100,Wild Orchids,Drama,"Stone, Lewis","Garbo, Greta","Franklin, Sidney",70,No,"Wild Orchids: a Stone, Lewis and Garbo, Greta film’s, directed by Franklin, Sidney"
1932,112,Grand Hotel,Drama,"Barrymore, John","Garbo, Greta","Goulding, Edmund",81,Yes,"Grand Hotel: a Barrymore, John and Garbo, Greta film’s, directed by Goulding, Edmund"
1931,84,"Susan Lennox, Her Fall & Rise",Drama,"Hale, Alan","Garbo, Greta","Leonard, Robert Z.",64,No,"Susan Lennox, Her Fall & Rise: a Hale, Alan and Garbo, Greta film’s, directed by Leonard, Robert Z."
1933,97,Queen Christina,Drama,"Gilbert, John","Garbo, Greta","Mamoulian, Rouben",82,No,"Queen Christina: a Gilbert, John and Garbo, Greta film’s, directed by Mamoulian, Rouben"
1928,96,"Mysterious Lady, The",Drama,"Nagel, Conrad","Garbo, Greta","Niblo, Fred",72,No,"Mysterious Lady, The: a Nagel, Conrad and Garbo, Greta film’s, directed by Niblo, Fred"
1925,125,Joyless Street,Drama,"Stuart, Henry","Garbo, Greta","Pabst, Georg Wilhelm",73,No,"Joyless Street: a Stuart, Henry and Garbo, Greta film’s, directed by Pabst, Georg Wilhelm"
1929,74,"Single Standard, The",Drama,"Asther, Nils","Garbo, Greta","Robertson, John S.",73,No,"Single Standard, The: a Asther, Nils and Garbo, Greta film’s, directed by Robertson, John S."
1932,71,As You Desire Me,Drama,"Douglas, Melvyn","Garbo, Greta",,85,No,
1930,76,Romance,Drama,"Stone, Lewis","Garbo, Greta",,62,No,
1962,105,A Child Is Waiting,Drama,"Lancaster, Burt","Garland, Judy","Cassavetes, John",60,No,"A Child Is Waiting: a Lancaster, Burt and Garland, Judy film’s, directed by Cassavetes, John"
1953,120,Julius Caesar,Drama,"Brando, Marlon","Garson, Greer","Mankiewicz, Joseph L.",50,No,"Julius Caesar: a Brando, Marlon and Garson, Greer film’s, directed by Mankiewicz, Joseph L."
1987,93,Hot Pursuit,Drama,"Cusack, John","Gazelle, Wendy","Lisberger, Steven",44,No,"Hot Pursuit: a Cusack, John and Gazelle, Wendy film’s, directed by Lisberger, Steven"
1989,120,Triumph of the Spirit,Drama,"Dafoe, Willem","Gazelle, Wendy","Young, Robert M.",49,No,"Triumph of the Spirit: a Dafoe, Willem and Gazelle, Wendy film’s, directed by Young, Robert M."
1975,111,Brannigan,Drama,"Wayne, John","Geeson, Judy","Hickox, Douglas",64,No,"Brannigan: a Wayne, John and Geeson, Judy film’s, directed by Hickox, Douglas"
1986,122,Salvador,Drama,"Woods, James","Gibb, Cynthia","Stone, Oliver",77,No,"Salvador: a Woods, James and Gibb, Cynthia film’s, directed by Stone, Oliver"
1961,134,"Hustler, The",Drama,"Newman, Paul","Gleason, Jackie","Rossen, Robert",43,Yes,"Hustler, The: a Newman, Paul and Gleason, Jackie film’s, directed by Rossen, Robert"
1983,109,"Star Chamber, The",Drama,"Douglas, Michael","Gless, Sharon","Hyam, Peter",3,No,"Star Chamber, The: a Douglas, Michael and Gless, Sharon film’s, directed by Hyam, Peter"
1988,100,Clara's Heart,Drama,"Ontkean, Michael","Goldberg, Whoopi","Mulligan, Robert",60,No,"Clara's Heart: a Ontkean, Michael and Goldberg, Whoopi film’s, directed by Mulligan, Robert"
1978,117,Bloodbrothers,Drama,"Sorvino, Paul","Goldoni, Lelia","Mulligan, Robert",11,No,"Bloodbrothers: a Sorvino, Paul and Goldoni, Lelia film’s, directed by Mulligan, Robert"
1988,134,Rain Man,Drama,"Hoffman, Dustin","Golino, Valeria","Levinson, Barry",8,Yes,"Rain Man: a Hoffman, Dustin and Golino, Valeria film’s, directed by Levinson, Barry"
1966,95,Masculine Feminine,Drama,"Leaud, Jean-Pierre","Goya, Chantal","Godard, Jean-Luc",20,No,"Masculine Feminine: a Leaud, Jean-Pierre and Goya, Chantal film’s, directed by Godard, Jean-Luc"
1986,120,Manhunter,Drama,"Petersen, William L.","Griest, Kim","Mann, Michael",19,No,"Manhunter: a Petersen, William L. and Griest, Kim film’s, directed by Mann, Michael"
1990,126,"Bonfire of the Vanities, The",Drama,"Hanks, Tom","Griffith, Melanie","De Palma, Brian",82,No,"Bonfire of the Vanities, The: a Hanks, Tom and Griffith, Melanie film’s, directed by De Palma, Brian"
1991,186,At Play in the Fields of the Lord,Drama,"Berenger, Tom","Hannah, Daryl","Babenco, Hector",81,No,"At Play in the Fields of the Lord: a Berenger, Tom and Hannah, Daryl film’s, directed by Babenco, Hector"
1985,100,"Clan of the Cave Bear, The",Drama,"Remar, James","Hannah, Daryl","Chapman, Michael",73,No,"Clan of the Cave Bear, The: a Remar, James and Hannah, Daryl film’s, directed by Chapman, Michael"
1984,93,Reckless,Drama,"Quinn, Aidan","Hannah, Daryl","Foley, James",14,No,"Reckless: a Quinn, Aidan and Hannah, Daryl film’s, directed by Foley, James"
1987,126,Wall Street,Drama,"Douglas, Michael","Hannah, Daryl","Stone, Oliver",6,Yes,"Wall Street: a Douglas, Michael and Hannah, Daryl film’s, directed by Stone, Oliver"
1992,111,Pope of Greenwich Village,Drama,"Rourke, Mickey","Hannah, Daryl",,58,No,
1989,89,After School,Drama,"Bottoms, Sam","Hannah, Page",,59,No,
1976,99,Inserts,Drama,"Dreyfuss, Richard","Harper, Jessica","Byrum, John",85,No,"Inserts: a Dreyfuss, Richard and Harper, Jessica film’s, directed by Byrum, John"
1988,88,"Blue Iguana, The",Drama,"McDermott, Dylan","Harper, Jessica","Lafia, John",65,No,"Blue Iguana, The: a McDermott, Dylan and Harper, Jessica film’s, directed by Lafia, John"
1983,93,Tender Mercies,Drama,"Duvall, Robert","Harper, Tess","Beresford, Bruce",61,Yes,"Tender Mercies: a Duvall, Robert and Harper, Tess film’s, directed by Beresford, Bruce"
1987,96,Nights in White Satin,Drama,"Gilman, Kenneth","Harris, Priscilla","Barnard, Michael",5,No,"Nights in White Satin: a Gilman, Kenneth and Harris, Priscilla film’s, directed by Barnard, Michael"
1984,100,Swing Shift,Drama,"Russell, Kurt","Hawn, Goldie","Demme, Jonathan",81,No,"Swing Shift: a Russell, Kurt and Hawn, Goldie film’s, directed by Demme, Jonathan"
1972,109,Butterflies Are Free,Drama,"Albert, Edward","Hawn, Goldie","Katselas, Milton",82,Yes,"Butterflies Are Free: a Albert, Edward and Hawn, Goldie film’s, directed by Katselas, Milton"
1974,103,"Girl from Petrovka, The",Drama,"Holbrook, Hal","Hawn, Goldie","Miller, Robert Ellis",23,No,"Girl from Petrovka, The: a Holbrook, Hal and Hawn, Goldie film’s, directed by Miller, Robert Ellis"
1974,109,"Sugarland Express, The",Drama,"Johnson, Ben","Hawn, Goldie","Spielberg, Steven",28,No,"Sugarland Express, The: a Johnson, Ben and Hawn, Goldie film’s, directed by Spielberg, Steven"
1931,95,Arrowsmith,Drama,"Colman, Ronald","Hayes, Helen","Ford, John",84,No,"Arrowsmith: a Colman, Ronald and Hayes, Helen film’s, directed by Ford, John"
1972,78,Say Goodbye Maggie Cole,Drama,"McGavin, Darren","Hayward, Susan","Taylor, Jud",84,No,"Say Goodbye Maggie Cole: a McGavin, Darren and Hayward, Susan film’s, directed by Taylor, Jud"
1964,132,Circus World,Drama,"Wayne, John","Hayworth, Rita","Hathaway, Henry",29,No,"Circus World: a Wayne, John and Hayworth, Rita film’s, directed by Hathaway, Henry"
1952,98,Affair in Trinidad,Drama,"Ford, Glenn","Hayworth, Rita","Sherman, Vincent",49,No,"Affair in Trinidad: a Ford, Glenn and Hayworth, Rita film’s, directed by Sherman, Vincent"
1940,81,Lady in Question,Drama,"Aherne, Brian","Hayworth, Rita","Vidor, Charles",57,No,"Lady in Question: a Aherne, Brian and Hayworth, Rita film’s, directed by Vidor, Charles"
1946,110,Gilda,Drama,"Ford, Glenn","Hayworth, Rita","Vidor, Charles",57,No,"Gilda: a Ford, Glenn and Hayworth, Rita film’s, directed by Vidor, Charles"
1948,98,"Loves of Carmen, The",Drama,"Ford, Glenn","Hayworth, Rita","Vidor, Charles",48,No,"Loves of Carmen, The: a Ford, Glenn and Hayworth, Rita film’s, directed by Vidor, Charles"
1964,130,Marnie,Drama,"Connery, Sean","Hedren, Tippi","Hitchcock, Alfred",2,No,"Marnie: a Connery, Sean and Hedren, Tippi film’s, directed by Hitchcock, Alfred"
1949,84,Three Strange Loves,Drama,"Malmsten, Birger","Henning, Eva","Bergman, Ingmar",87,No,"Three Strange Loves: a Malmsten, Birger and Henning, Eva film’s, directed by Bergman, Ingmar"
1960,123,"Unforgiven, The",Drama,"Lancaster, Burt","Hepburn, Audrey","Huston, John",32,No,"Unforgiven, The: a Lancaster, Burt and Hepburn, Audrey film’s, directed by Huston, John"
1961,109,"Children's Hour, The",Drama,"Garner, James","Hepburn, Audrey","Wyler, William",60,No,"Children's Hour, The: a Garner, James and Hepburn, Audrey film’s, directed by Wyler, William"
1956,121,"Rainmaker, The",Drama,"Lancaster, Burt","Hepburn, Katharine","Anthony, Joseph",21,No,"Rainmaker, The: a Lancaster, Burt and Hepburn, Katharine film’s, directed by Anthony, Joseph"
1968,134,"Lion in Winter, THe",Drama,"O'Toole, Peter","Hepburn, Katharine","Harvey, Anthony",78,Yes,"Lion in Winter, THe: a O'Toole, Peter and Hepburn, Katharine film’s, directed by Harvey, Anthony"
1967,108,Guess Who's Coming to Dinner,Drama,"Tracy, Spencer","Hepburn, Katharine","Kramer, Stanley",50,Yes,"Guess Who's Coming to Dinner: a Tracy, Spencer and Hepburn, Katharine film’s, directed by Kramer, Stanley"
1981,109,On Golden Pond,Drama,"Fonda, Henry","Hepburn, Katharine","Rydell, Mark",23,Yes,"On Golden Pond: a Fonda, Henry and Hepburn, Katharine film’s, directed by Rydell, Mark"
1991,116,Boom Town,Drama,"Tracy, Spencer","Hepburn, Katharine",,73,No,
1991,145,Dragon Seed,Drama,"Tracy, Spencer","Hepburn, Katharine",,34,No,
1991,115,Little Women,Drama,"Tracy, Spencer","Hepburn, Katharine",,22,No,
1992,95,Juice,Drama,"Shakur, Tupac","Herron, Cindy","Dickerson, Ernest R.",31,No,"Juice: a Shakur, Tupac and Herron, Cindy film’s, directed by Dickerson, Ernest R."
1986,114,Hoosiers,Drama,"Hackman, Gene","Hershey, Barbara","Anspaugh, David",2,No,"Hoosiers: a Hackman, Gene and Hershey, Barbara film’s, directed by Anspaugh, David"
1988,163,"Last Temptation of Christ, The",Drama,"Dafoe, Willem","Hershey, Barbara","Scorsese, Martin",32,No,"Last Temptation of Christ, The: a Dafoe, Willem and Hershey, Barbara film’s, directed by Scorsese, Martin"
1991,99,Paris Trout,Drama,"Hopper, Dennis","Hershey, Barbara",,53,No,
1988,87,Souvenir,Drama,"Plummer, Christopher","Hicks, Catherine","Reeve, Geoffrey",42,No,"Souvenir: a Plummer, Christopher and Hicks, Catherine film’s, directed by Reeve, Geoffrey"
1966,120,A Man for All Seasons,Drama,"Shaw, Robert","Hiller, Wendy","Zinnemann, Fred",20,Yes,"A Man for All Seasons: a Shaw, Robert and Hiller, Wendy film’s, directed by Zinnemann, Fred"
1986,90,Knights & Emeralds,Drama,"Leadbitter, Bill","Hills, Beverly","Emes, Ian",,No,"Knights & Emeralds: a Leadbitter, Bill and Hills, Beverly film’s, directed by Emes, Ian"
1928,148,Tempest,Drama,"Barrymore, John","Horn, Camilla","Taylor, Sam",33,No,"Tempest: a Barrymore, John and Horn, Camilla film’s, directed by Taylor, Sam"
1986,90,Running Mates,Drama,"Webb, Greg","Howard, Barbara","Neff, Thomas L.",63,No,"Running Mates: a Webb, Greg and Howard, Barbara film’s, directed by Neff, Thomas L."
1987,105,Prettykill,Drama,"Birney, David","Hubley, Season","Kaczender, George",71,No,"Prettykill: a Birney, David and Hubley, Season film’s, directed by Kaczender, George"
1934,80,Judge Priest,Drama,"Rogers, Will","Hudson, Rochelle","Ford, John",9,No,"Judge Priest: a Rogers, Will and Hudson, Rochelle film’s, directed by Ford, John"
1980,110,Loulou,Drama,"Depardieu, G�rard","Huppert, Isabelle","Pialat, Maurice",65,No,"Loulou: a Depardieu, G�rard and Huppert, Isabelle film’s, directed by Pialat, Maurice"
1982,136,"World According to Garp, The",Drama,"Williams, Robin","Hurt, Mary Beth","Hill, George Roy",59,No,"World According to Garp, The: a Williams, Robin and Hurt, Mary Beth film’s, directed by Hill, George Roy"
1987,112,Gardens of Stone,Drama,"Caan, James","Huston, Anjelica","Coppola, Francis Ford",27,No,"Gardens of Stone: a Caan, James and Huston, Anjelica film’s, directed by Coppola, Francis Ford"
1989,121,"Enemies, a Love Story",Drama,"Silver, Ron","Huston, Anjelica","Mazursky, Paul",5,No,"Enemies, a Love Story: a Silver, Ron and Huston, Anjelica film’s, directed by Mazursky, Paul"
1990,93,A Show of Force,Drama,"Garcia, Andy","Irving, Amy","Barreto, Bruno",1,No,"A Show of Force: a Garcia, Andy and Irving, Amy film’s, directed by Barreto, Bruno"
1980,129,"Competition, The",Drama,"Dreyfuss, Richard","Irving, Amy","Oliansky, Joel",45,No,"Competition, The: a Dreyfuss, Richard and Irving, Amy film’s, directed by Oliansky, Joel"
1982,120,"State of Things, The",Drama,"Kime, Jeffrey",Isabelle Weingarten.,"Wenders, Wim",73,No,"State of Things, The: a Kime, Jeffrey and Isabelle Weingarten. film’s, directed by Wenders, Wim"
1970,129,Women in Love.,Drama,"Bates, Alan","Jackson, Glenda","Russell, Ken",18,No,"Women in Love.: a Bates, Alan and Jackson, Glenda film’s, directed by Russell, Ken"
1981,132,Mephisto,Drama,"Brandauer, Klaus Maria","Janda, Krystyna","Szab�, Istv�n",80,Yes,"Mephisto: a Brandauer, Klaus Maria and Janda, Krystyna film’s, directed by Szab�, Istv�n"
1986,100,American Anthem,Drama,"Gaylord, Mitch","Jones, Janet","Magnoli, Albert",74,No,"American Anthem: a Gaylord, Mitch and Jones, Janet film’s, directed by Magnoli, Albert"
1948,100,Port of Call,Drama,"Eklund, Bengt","J�nsson, Nine-Christine","Bergman, Ingmar",29,No,"Port of Call: a Eklund, Bengt and J�nsson, Nine-Christine film’s, directed by Bergman, Ingmar"
1989,145,Born on the Fourth of July,Drama,"Cruise, Tom","Kava, Caroline","Stone, Oliver",8,Yes,"Born on the Fourth of July: a Cruise, Tom and Kava, Caroline film’s, directed by Stone, Oliver"
1991,120,Awakenings,Drama,"De Niro, Robert","Kavner, Julie","Marshall, Penny",8,No,"Awakenings: a De Niro, Robert and Kavner, Julie film’s, directed by Marshall, Penny"
1981,195,Reds,Drama,"Beatty, Warren","Keaton, Diane","Beatty, Warren",76,Yes,"Reds: a Beatty, Warren and Keaton, Diane film’s, directed by Beatty, Warren"
1977,136,Looking for Mr. Goodbar,Drama,"Atherton, William","Keaton, Diane","Brooks, Richard",54,No,"Looking for Mr. Goodbar: a Atherton, William and Keaton, Diane film’s, directed by Brooks, Richard"
1972,175,"Godfather, The",Drama,"Brando, Marlon","Keaton, Diane","Coppola, Francis Ford",8,Yes,"Godfather, The: a Brando, Marlon and Keaton, Diane film’s, directed by Coppola, Francis Ford"
1974,201,"Godfather, Pt 2., The",Drama,"Pacino, Al","Keaton, Diane","Coppola, Francis Ford",8,Yes,"Godfather, Pt 2., The: a Pacino, Al and Keaton, Diane film’s, directed by Coppola, Francis Ford"
1970,130,Fellini Satyricon,Drama,"Potter, Martin","Keller, Hiram","Fellini, Federico",88,No,"Fellini Satyricon: a Potter, Martin and Keller, Hiram film’s, directed by Fellini, Federico"
1977,143,Black Sunday,Drama,"Shaw, Robert","Keller, Marthe","Frankenheimer, John",76,No,"Black Sunday: a Shaw, Robert and Keller, Marthe film’s, directed by Frankenheimer, John"
1977,124,Bobby Deerfield,Drama,"Pacino, Al","Keller, Marthe","Pollack, Sydney",36,No,"Bobby Deerfield: a Pacino, Al and Keller, Marthe film’s, directed by Pollack, Sydney"
1945,69,Woman Who Came Back,Drama,"Kruger, Otto","Kelly, Nancy","Colmes, Walter",26,No,"Woman Who Came Back: a Kruger, Otto and Kelly, Nancy film’s, directed by Colmes, Walter"
1927,62,"Drop Kick, The",Drama,"Barthelmess, Richard","Kent, Barbara","Webb, Millard",,No,"Drop Kick, The: a Barthelmess, Richard and Kent, Barbara film’s, directed by Webb, Millard"
1984,150,"Paris, Texas",Drama,"Stanton, Harry Dean","Kinski, Nastassia","Wenders, Wim",27,No,"Paris, Texas: a Stanton, Harry Dean and Kinski, Nastassia film’s, directed by Wenders, Wim"
1987,90,Dragonard,Drama,"Reed, Oliver","Kitt, Eartha","Kikoine, Gerard",71,No,"Dragonard: a Reed, Oliver and Kitt, Eartha film’s, directed by Kikoine, Gerard"
1986,90,Hard Choices,Drama,"McCleery, Gary","Klenck, Margaret","King, Rick",41,No,"Hard Choices: a McCleery, Gary and Klenck, Margaret film’s, directed by King, Rick"
1969,102,"Rain People, The",Drama,"Caan, James","Knight, Shirley","Coppola, Francis Ford",78,No,"Rain People, The: a Caan, James and Knight, Shirley film’s, directed by Coppola, Francis Ford"
1984,106,A Year of the Quiet Sun,Drama,"Wilson, Scott","Komorowska, Maja","Zanussi, Krzystoff",78,No,"A Year of the Quiet Sun: a Wilson, Scott and Komorowska, Maja film’s, directed by Zanussi, Krzystoff"
1989,119,See You in the Morning,Drama,"Bridges, Jeff","Krige, Alice","Pakula, Alan J.",53,No,"See You in the Morning: a Bridges, Jeff and Krige, Alice film’s, directed by Pakula, Alan J."
1987,88,"Arrogant, The",Drama,"Graham, Gary","Kristel, Sylvia","Blot, Philippe",62,No,"Arrogant, The: a Graham, Gary and Kristel, Sylvia film’s, directed by Blot, Philippe"
1953,94,Ugetsu Monogatari,Drama,"Mori, Masayuki","Ky�, Machiki","Mizoguchi, Kenji",82,No,"Ugetsu Monogatari: a Mori, Masayuki and Ky�, Machiki film’s, directed by Mizoguchi, Kenji"
1981,119,"Whose Life Is It, Anyway?",Drama,"Dreyfuss, Richard","Lahti, Christine","Badham, John",62,No,"Whose Life Is It, Anyway?: a Dreyfuss, Richard and Lahti, Christine film’s, directed by Badham, John"
1988,116,Running on Empty,Drama,"Hirsch, Judd","Lahti, Christine","Lumet, Sidney",2,No,"Running on Empty: a Hirsch, Judd and Lahti, Christine film’s, directed by Lumet, Sidney"
1987,109,"Big Town, The",Drama,"Dillon, Matt","Lane, Diane","Bolt, Ben",11,No,"Big Town, The: a Dillon, Matt and Lane, Diane film’s, directed by Bolt, Ben"
