Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1983,104,Beyond the Limit,Drama,"Caine, Michael","Carrillo, Elpidia","Mackenzie, John",51,No,"Beyond the Limit: a Caine, Michael and Carrillo, Elpidia film’s, directed by Mackenzie, John"
1983,99,Risky Business,Comedy,"Cruise, Tom","DeMornay, Rebecca","Brickman, Paul",28,No,"Risky Business: a Cruise, Tom and DeMornay, Rebecca film’s, directed by Brickman, Paul"
1983,114,Le Choix des Armes,Mystery,"Montand, Yves","Deneuve, Catherine","Comeau, Alain",15,No,"Le Choix des Armes: a Montand, Yves and Deneuve, Catherine film’s, directed by Comeau, Alain"
1983,132,Return of the Jedi,Science Fiction,"Hamill, Mark","Fisher, Carrie","Marquand, Richard",4,No,"Return of the Jedi: a Hamill, Mark and Fisher, Carrie film’s, directed by Marquand, Richard"
1983,95,Valley Girl,Comedy,"Cage, Nicolas","Foreman, Deborah","Coolidge, Martha",30,No,"Valley Girl: a Cage, Nicolas and Foreman, Deborah film’s, directed by Coolidge, Martha"
1983,109,"Star Chamber, The",Drama,"Douglas, Michael","Gless, Sharon","Hyam, Peter",3,No,"Star Chamber, The: a Douglas, Michael and Gless, Sharon film’s, directed by Hyam, Peter"
1983,82,"Final Terror, The",Horror,"Zmed, Adrian","Hannah, Daryl","Davis, Andrew",24,No,"Final Terror, The: a Zmed, Adrian and Hannah, Daryl film’s, directed by Davis, Andrew"
1983,93,Tender Mercies,Drama,"Duvall, Robert","Harper, Tess","Beresford, Bruce",61,Yes,"Tender Mercies: a Duvall, Robert and Harper, Tess film’s, directed by Beresford, Bruce"
1983,90,Blame It on Rio,Comedy,"Caine, Michael","Johnson, Michelle","Donen, Stanley",10,No,"Blame It on Rio: a Caine, Michael and Johnson, Michelle film’s, directed by Donen, Stanley"
1983,97,Yellowbeard,Comedy,"Chapman, Graham","Kahn, Madeline","Damski, Mel",34,No,"Yellowbeard: a Chapman, Graham and Kahn, Madeline film’s, directed by Damski, Mel"
1983,97,Breathless,Action,"Gere, Richard","Kaprisky, Valerie","McBride, Jim",51,No,"Breathless: a Gere, Richard and Kaprisky, Valerie film’s, directed by McBride, Jim"
1983,,"Moon in the Gutter, The",Action,"Depardieu, G�rard","Kinski, Nastassia","Beineix, Jean-Jacques",29,No,"Moon in the Gutter, The: a Depardieu, G�rard and Kinski, Nastassia film’s, directed by Beineix, Jean-Jacques"
1983,94,Rumble Fish,Drama,"Dillon, Matt","Lane, Diane","Coppola, Francis Ford",4,No,"Rumble Fish: a Dillon, Matt and Lane, Diane film’s, directed by Coppola, Francis Ford"
1983,91,"Outsiders, The",Drama,"Howell, C. Thomas","Lane, Diane","Coppola, Francis Ford",56,No,"Outsiders, The: a Howell, C. Thomas and Lane, Diane film’s, directed by Coppola, Francis Ford"
1983,132,Terms of Endearment,Drama,"Nicholson, Jack","MacLaine, Shirley","Brooks, James L.",32,Yes,"Terms of Endearment: a Nicholson, Jack and MacLaine, Shirley film’s, directed by Brooks, James L."
1983,101,"Reuben, Reuben",Comedy,"Conti, Tom","McGillis, Kelly","Miller, Robert Ellis",2,No,"Reuben, Reuben: a Conti, Tom and McGillis, Kelly film’s, directed by Miller, Robert Ellis"
1983,98,Lovesick,Comedy,"Moore, Dudley","McGovern, Elizabeth","Brickman, Marshall",51,No,"Lovesick: a Moore, Dudley and McGovern, Elizabeth film’s, directed by Brickman, Marshall"
1983,,Hollywood Out-Takes & Rare Footage,Comedy,"Bogart, Humphrey","Monroe, Marilyn",,27,No,
1983,72,After the Rehearsal,Drama,"Josephson, Erland","Olin, Lena","Bergman, Ingmar",0,No,"After the Rehearsal: a Josephson, Erland and Olin, Lena film’s, directed by Bergman, Ingmar"
1983,98,Packin' It In,Comedy,"Benjamin, Richard","Prentiss, Paula","Taylor, Jud",8,No,"Packin' It In: a Benjamin, Richard and Prentiss, Paula film’s, directed by Taylor, Jud"
1983,123,Bad Boys,Drama,"Penn, Sean","Sheedy, Ally","Rosenthal, Rick",7,No,"Bad Boys: a Penn, Sean and Sheedy, Ally film’s, directed by Rosenthal, Rick"
1983,131,Silkwood,Drama,"Russell, Kurt","Streep, Meryl","Nichols, Mike",52,No,"Silkwood: a Russell, Kurt and Streep, Meryl film’s, directed by Nichols, Mike"
1983,134,Yentl,Music,"Patinkin, Mandy","Streisand, Barbra","Streisand, Barbra",46,No,"Yentl: a Patinkin, Mandy and Streisand, Barbra film’s, directed by Streisand, Barbra"
1983,105,Between Friends,Drama,"Ramer, Henry","Taylor, Elizabeth","Antonio, Lou",54,No,"Between Friends: a Ramer, Henry and Taylor, Elizabeth film’s, directed by Antonio, Lou"
1983,91,All the Right Moves,Drama,"Cruise, Tom","Thompson, Lea","Chapman, Michael",65,No,"All the Right Moves: a Cruise, Tom and Thompson, Lea film’s, directed by Chapman, Michael"
1983,90,"Man with Two Brains, The",Comedy,"Martin, Steve","Turner, Kathleen","Reiner, Carl",68,No,"Man with Two Brains, The: a Martin, Steve and Turner, Kathleen film’s, directed by Reiner, Carl"
1983,90,Le Dernier Combat,Drama,"Jolivet, Pierre",,"Besson, Luc",72,No,
1983,112,Local Hero,Comedy,"Riegert, Peter",,"Forsyth, Bill",54,No,
1983,69,"Eddie Murphy, Delirious",Comedy,"Murphy, Eddie",,"Gower, Bruce",6,No,
1983,107,Monty Python's the Meaning of Life,Comedy,"Cleese, John",,"Jones, Terry",33,No,
1983,86,Scream,Horror,"Martin, Pepper",,"Quisenberry, Byron",24,No,
1983,102,"Survivors, The",Comedy,"Matthau, Walter",,"Ritchie, Michael",52,No,
1983,,Shakespeare Series,Drama,"Gielgud, John",,,23,No,
1983,91,Strange Brew,Comedy,"Moranis, Rick",,,24,No,
1984,101,Target Eagle,Action,"Connors, Chuck","Adams, Maud","Loma, Jos� Antonio de la",14,No,"Target Eagle: a Connors, Chuck and Adams, Maud film’s, directed by Loma, Jos� Antonio de la"
1984,140,Tartuffe,Comedy,"Depardieu, G�rard","Annen, Paule","Depardieu, G�rard",67,No,"Tartuffe: a Depardieu, G�rard and Annen, Paule film’s, directed by Depardieu, G�rard"
1984,95,Samson & Delilah,Drama,"Hamilton, Antony","Bauer, Belinda","Philips, Lee",36,No,"Samson & Delilah: a Hamilton, Antony and Bauer, Belinda film’s, directed by Philips, Lee"
1984,158,Amadeus,Drama,"Abraham, F. Murray","Berridge, Elizabeth","Forman, Milos",6,Yes,"Amadeus: a Abraham, F. Murray and Berridge, Elizabeth film’s, directed by Forman, Milos"
1984,94,Best Defense,Comedy,"Moore, Dudley","Capshaw, Kate","Huyck, Willard",75,No,"Best Defense: a Moore, Dudley and Capshaw, Kate film’s, directed by Huyck, Willard"
1984,99,Dreamscape,Science Fiction,"Quaid, Dennis","Capshaw, Kate","Ruben, Joseph",63,No,"Dreamscape: a Quaid, Dennis and Capshaw, Kate film’s, directed by Ruben, Joseph"
1984,106,Beat Street,Drama,"Davis, Guy","Chong, Rae Dawn","Lathan, Stan",72,No,"Beat Street: a Davis, Guy and Chong, Rae Dawn film’s, directed by Lathan, Stan"
1984,105,Beverly Hills Cop,Comedy,"Murphy, Eddie","Eilbacher, Lisa","Brest, Martin",41,No,"Beverly Hills Cop: a Murphy, Eddie and Eilbacher, Lisa film’s, directed by Brest, Martin"
1984,85,Broadway Danny Rose,Comedy,"Allen, Woody","Farrow, Mia","Allen, Woody",14,No,"Broadway Danny Rose: a Allen, Woody and Farrow, Mia film’s, directed by Allen, Woody"
1984,112,Places in the Heart,Drama,"Harris, Ed","Field, Sally","Benton, Robert",83,Yes,"Places in the Heart: a Harris, Ed and Field, Sally film’s, directed by Benton, Robert"
1984,108,"Terminator, The",Action,"Schwarzenegger, Arnold","Hamilton, Linda","Cameron, James",17,No,"Terminator, The: a Schwarzenegger, Arnold and Hamilton, Linda film’s, directed by Cameron, James"
1984,93,Reckless,Drama,"Quinn, Aidan","Hannah, Daryl","Foley, James",14,No,"Reckless: a Quinn, Aidan and Hannah, Daryl film’s, directed by Foley, James"
1984,100,Swing Shift,Drama,"Russell, Kurt","Hawn, Goldie","Demme, Jonathan",81,No,"Swing Shift: a Russell, Kurt and Hawn, Goldie film’s, directed by Demme, Jonathan"
1984,100,Protocol,Comedy,"Sarandon, Chris","Hawn, Goldie","Ross, Herbert",53,No,"Protocol: a Sarandon, Chris and Hawn, Goldie film’s, directed by Ross, Herbert"
1984,90,Johnny Dangerously,Comedy,"Piscopo, Joe","Henner, Marilu","Heckerling, Amy",3,No,"Johnny Dangerously: a Piscopo, Joe and Henner, Marilu film’s, directed by Heckerling, Amy"
1984,150,"Paris, Texas",Drama,"Stanton, Harry Dean","Kinski, Nastassia","Wenders, Wim",27,No,"Paris, Texas: a Stanton, Harry Dean and Kinski, Nastassia film’s, directed by Wenders, Wim"
1984,96,Unfaithfully Yours,Comedy,"Moore, Dudley","Kinski, Nastassia","Zieff, Howard",73,No,"Unfaithfully Yours: a Moore, Dudley and Kinski, Nastassia film’s, directed by Zieff, Howard"
1984,106,A Year of the Quiet Sun,Drama,"Wilson, Scott","Komorowska, Maja","Zanussi, Krzystoff",78,No,"A Year of the Quiet Sun: a Wilson, Scott and Komorowska, Maja film’s, directed by Zanussi, Krzystoff"
1984,109,Racing with the Moon,Drama,"Penn, Sean","McGovern, Elizabeth","Benjamin, Richard",50,No,"Racing with the Moon: a Penn, Sean and McGovern, Elizabeth film’s, directed by Benjamin, Richard"
1984,102,No Small Affair,Comedy,"Cryer, Jon","Moore, Demi","Schatzberg, Jerry",10,No,"No Small Affair: a Cryer, Jon and Moore, Demi film’s, directed by Schatzberg, Jerry"
1984,95,Getting Physical,Drama,"Naughton, David","Paul, Alexandra","Stern, Steven Hilliard",75,No,"Getting Physical: a Naughton, David and Paul, Alexandra film’s, directed by Stern, Steven Hilliard"
1984,102,"Ratings Game, The",Comedy,"DeVito, Danny","Perlman, Rhea","DeVito, Danny",21,No,"Ratings Game, The: a DeVito, Danny and Perlman, Rhea film’s, directed by DeVito, Danny"
1984,90,Ransom,Drama,"Ford, Glenn","Reed, Donna","Segal, Alex",73,No,"Ransom: a Ford, Glenn and Reed, Donna film’s, directed by Segal, Alex"
1984,110,"Buddy System, The",Drama,"Dreyfuss, Richard","Sarandon, Susan","Jordan, Glenn",48,No,"Buddy System, The: a Dreyfuss, Richard and Sarandon, Susan film’s, directed by Jordan, Glenn"
1984,106,Falling in Love,Drama,"De Niro, Robert","Streep, Meryl","Grosbard, Ulu",31,No,"Falling in Love: a De Niro, Robert and Streep, Meryl film’s, directed by Grosbard, Ulu"
1984,102,Sword of the Valiant,Action,"O'Keeffe, Miles","Sutton, Emma","Weeks, Stephen",5,No,"Sword of the Valiant: a O'Keeffe, Miles and Sutton, Emma film’s, directed by Weeks, Stephen"
1984,,Gary Numan - Berzerker,Music,"Webb, John","Taylor, Karen",,60,No,
1984,101,Crimes of Passion,Drama,"Perkins, Anthony","Turner, Kathleen","Russell, Ken",4,No,"Crimes of Passion: a Perkins, Anthony and Turner, Kathleen film’s, directed by Russell, Ken"
1984,106,Romancing the Stone,Action,"Douglas, Michael","Turner, Kathleen","Zemeckis, Robert",83,No,"Romancing the Stone: a Douglas, Michael and Turner, Kathleen film’s, directed by Zemeckis, Robert"
1984,96,Dangerous Moves,Drama,"Caron, Leslie","Ullman, Liv","Dembo, Richard",7,Yes,"Dangerous Moves: a Caron, Leslie and Ullman, Liv film’s, directed by Dembo, Richard"
1984,96,Soggy Bottom U. S. A.,Comedy,"Johnson, Ben","Wedgeworth, Ann","Flicker, Theodore J.",50,No,"Soggy Bottom U. S. A.: a Johnson, Ben and Wedgeworth, Ann film’s, directed by Flicker, Theodore J."
1984,90,"Inside Man, The",Action,"Hopper, Dennis",,"Clegg, Tom",45,No,
1984,130,"Bounty, The",Drama,"Gibson, Mel",,"Donaldson, Roger",25,No,
1984,77,"Secret Policeman's Private Parts, The",Comedy,"Cleese, John",,"Graef, Roger",36,No,
1984,141,"Killing Fields, The",Drama,"Waterston, Sam",,"Joffe, Roland",6,Yes,
1984,83,"Manhunt, The",Action,"Borgnine, Ernest",,"Ludman, Larry",34,No,
1984,92,Crackers,Action,"Sutherland, Donald",,"Malle, Louis",17,No,
1984,96,Roadhouse Sixty-Six,Action,"Dafoe, Willem",,"Robinson, John Mark",20,No,
1985,104,Subway,Drama,"Lambert, Christopher","Adjani, Isabelle","Besson, Luc",6,No,"Subway: a Lambert, Christopher and Adjani, Isabelle film’s, directed by Besson, Luc"
1985,112,"Official Story, The",Drama,"Alterio, Hector","Aleandro, Norma","Puenzo, Luiz",39,Yes,"Official Story, The: a Alterio, Hector and Aleandro, Norma film’s, directed by Puenzo, Luiz"
1985,55,Gonzo Presents Muppet Weird Stuff,Comedy,"Cleese, John","Andrews, Julie",,88,No,
1985,97,After Hours,Comedy,"Dunne, Griffin","Arquette, Rosanna","Scorsese, Martin",81,No,"After Hours: a Dunne, Griffin and Arquette, Rosanna film’s, directed by Scorsese, Martin"
1985,104,Desperately Seeking Susan,Comedy,"Quinn, Aidan","Arquette, Rosanna","Seidelman, Susan",41,No,"Desperately Seeking Susan: a Quinn, Aidan and Arquette, Rosanna film’s, directed by Seidelman, Susan"
1985,55,Rowlf's Rhapsodies with the Muppets,Comedy,"Burns, George","Berenson, Marisa",,79,No,
1985,105,Vagabond,Drama,"Meril, Macha","Bonnaire, Sandrine","Varda, Agnes",49,No,"Vagabond: a Meril, Macha and Bonnaire, Sandrine film’s, directed by Varda, Agnes"
1985,119,Kiss of the Spider Woman,Drama,"Hurt, William","Braga, Sonia","Babenco, Hector",10,Yes,"Kiss of the Spider Woman: a Hurt, William and Braga, Sonia film’s, directed by Babenco, Hector"
1985,111,Power,Drama,"Hackman, Gene","Christie, Julie","Lumet, Sidney",43,No,"Power: a Hackman, Gene and Christie, Julie film’s, directed by Lumet, Sidney"
1985,90,Fantasy Man,Comedy,"Hopkins, Harold","Drynan, Jeanie","Meagher, John",82,No,"Fantasy Man: a Hopkins, Harold and Drynan, Jeanie film’s, directed by Meagher, John"
1985,96,Marbella,Action,"Taylor, Rod","Ekland, Britt","Hermoso, Miguel",45,No,"Marbella: a Taylor, Rod and Ekland, Britt film’s, directed by Hermoso, Miguel"
1985,84,"Purple Rose of Cairo, The",Comedy,"Aiello, Danny","Farrow, Mia","Allen, Woody",20,Yes,"Purple Rose of Cairo, The: a Aiello, Danny and Farrow, Mia film’s, directed by Allen, Woody"
1985,100,"Clan of the Cave Bear, The",Drama,"Remar, James","Hannah, Daryl","Chapman, Michael",73,No,"Clan of the Cave Bear, The: a Remar, James and Hannah, Daryl film’s, directed by Chapman, Michael"
1985,95,Stark,Mystery,"Surovy, Nicolas","Henner, Marilu","Holcomb, Rod",27,No,"Stark: a Surovy, Nicolas and Henner, Marilu film’s, directed by Holcomb, Rod"
1985,118,"A Chorus Line, The Movie",Music,"Douglas, Michael","Landers, Audrey","Attenborough, Richard",71,No,"A Chorus Line, The Movie: a Douglas, Michael and Landers, Audrey film’s, directed by Attenborough, Richard"
1985,128,Christopher Columbus,Drama,"Byrne, Gabriel","Lisi, Virna","Lattuada, Alberto",69,No,"Christopher Columbus: a Byrne, Gabriel and Lisi, Virna film’s, directed by Lattuada, Alberto"
1985,112,Witness,Drama,"Ford, Harrison","McGillis, Kelly","Weir, Peter",59,No,"Witness: a Ford, Harrison and McGillis, Kelly film’s, directed by Weir, Peter"
1985,108,"Trip to Bountiful, The",Drama,"Heard, John","Page, Geraldine","Masterson, Peter",62,Yes,"Trip to Bountiful, The: a Heard, John and Page, Geraldine film’s, directed by Masterson, Peter"
1985,121,Ladyhawke,Adventure,"Broderick, Matthew","Pfeiffer, Michelle","Donner, Richard",68,No,"Ladyhawke: a Broderick, Matthew and Pfeiffer, Michelle film’s, directed by Donner, Richard"
1985,115,Into the Night,Comedy,"Goldblum, Jeff","Pfeiffer, Michelle","Landis, John",62,No,"Into the Night: a Goldblum, Jeff and Pfeiffer, Michelle film’s, directed by Landis, John"
1985,135,Death of a Salesman,Drama,"Hoffman, Dustin","Reid, Kate","Schl�ndorff, Volker",13,No,"Death of a Salesman: a Hoffman, Dustin and Reid, Kate film’s, directed by Schl�ndorff, Volker"
1985,96,Out of the Darkness,Mystery,"Sheen, Martin","Salt, Jennifer","Taylor, Jud",86,No,"Out of the Darkness: a Sheen, Martin and Salt, Jennifer film’s, directed by Taylor, Jud"
1985,56,Fozzie's Muppet Scrapbook,Comedy,"Berle, Milton","Sills, Beverly",,86,No,
1985,116,Pale Rider,Western,"Eastwood, Clint","Snodgress, Carrie","Eastwood, Clint",45,No,"Pale Rider: a Eastwood, Clint and Snodgress, Carrie film’s, directed by Eastwood, Clint"
1985,88,Roller Blade,Action,"Hutchinson, Jeff","Solari, Suzanne","Jackson, Donald G",31,No,"Roller Blade: a Hutchinson, Jeff and Solari, Suzanne film’s, directed by Jackson, Donald G"
1985,117,Cocoon,Science Fiction,"Ameche, Don","Stapleton, Maureen","Howard, Ron",45,Yes,"Cocoon: a Ameche, Don and Stapleton, Maureen film’s, directed by Howard, Ron"
1985,161,Out of Africa,Drama,"Redford, Robert","Streep, Meryl","Pollack, Sydney",88,Yes,"Out of Africa: a Redford, Robert and Streep, Meryl film’s, directed by Pollack, Sydney"
1985,124,Plenty,Drama,"Dance, Charles","Streep, Meryl","Schepisi, Fred",9,No,"Plenty: a Dance, Charles and Streep, Meryl film’s, directed by Schepisi, Fred"
1985,94,"Rumor Mill, The",Drama,"Dysart, Richard A.","Taylor, Elizabeth","Trikonis, Gus",62,No,"Rumor Mill, The: a Dysart, Richard A. and Taylor, Elizabeth film’s, directed by Trikonis, Gus"
1985,116,Back to the Future,Comedy,"Fox, Michael J.","Thompson, Lea","Zemeckis, Robert",9,No,"Back to the Future: a Fox, Michael J. and Thompson, Lea film’s, directed by Zemeckis, Robert"
1985,130,Prizzi's Honor,Comedy,"Nicholson, Jack","Turner, Kathleen","Huston, John",25,Yes,"Prizzi's Honor: a Nicholson, Jack and Turner, Kathleen film’s, directed by Huston, John"
1985,106,"Jewel of the Nile, The",Action,"Douglas, Michael","Turner, Kathleen","Teague, Lewis",68,No,"Jewel of the Nile, The: a Douglas, Michael and Turner, Kathleen film’s, directed by Teague, Lewis"
1985,95,Teen Wolf,Drama,"Fox, Michael J.","Ursitti, Susan","Daniel, Rod",58,No,"Teen Wolf: a Fox, Michael J. and Ursitti, Susan film’s, directed by Daniel, Rod"
1985,97,One Woman or Two,Comedy,"Depardieu, G�rard","Weaver, Sigourney","Vigne, Daniel",64,No,"One Woman or Two: a Depardieu, G�rard and Weaver, Sigourney film’s, directed by Vigne, Daniel"
1985,94,My Science Project,Comedy,"Stockwell, John","Von Zerneck, Danielle","Betnel, Jonathan",84,No,"My Science Project: a Stockwell, John and Von Zerneck, Danielle film’s, directed by Betnel, Jonathan"
1985,114,To Live & Die in L. A.,Action,"Stockwell, Dean",,"Friedkin, William",70,No,
1985,82,"Angelic Conversation, The",Comedy,"Reynolds, Paul",,"Jarman, Derek",41,No,
1985,92,What Comes Around,Drama,"Reed, Jerry",,"Reed, Jerry",49,No,
1985,95,"Code Name, Emerald",Drama,"Harris, Ed",,"Sanger, Jonathan",22,No,
1985,131,"Falcon & the Snowman, The",Drama,"Hutton, Timothy",,"Schlesinger, John",61,No,
1985,104,"Santa Claus, The Movie",Comedy,"Moore, Dudley",,"Szwarc, Jeannot",19,No,
1985,109,Les Comperes,Comedy,"Richard, Pierre",,"Veber, Francis",54,No,
1986,112,A Man & a Woman: Twenty Years Later,Drama,"Trintignant, Jean-Louis","Aimee, Anouk","Lelouch, Claude",49,No,"A Man & a Woman: Twenty Years Later: a Trintignant, Jean-Louis and Aimee, Anouk film’s, directed by Lelouch, Claude"
1986,107,Duet for One,Drama,"Bates, Alan","Andrews, Julie","Konchalovsky, Andrei",82,No,"Duet for One: a Bates, Alan and Andrews, Julie film’s, directed by Konchalovsky, Andrei"
1986,108,Nobody's Fool,Comedy,"Roberts, Eric","Arquette, Rosanna","Purcell, Evelyn",52,No,"Nobody's Fool: a Roberts, Eric and Arquette, Rosanna film’s, directed by Purcell, Evelyn"
1986,117,Nine & a Half Weeks,Drama,"Rourke, Mickey","Basinger, Kim","Lyne, Adrian",7,No,"Nine & a Half Weeks: a Rourke, Mickey and Basinger, Kim film’s, directed by Lyne, Adrian"
1986,108,No Mercy,Drama,"Gere, Richard","Basinger, Kim","Pearce, Richard",11,No,"No Mercy: a Gere, Richard and Basinger, Kim film’s, directed by Pearce, Richard"
1986,101,Instant Justice,Drama,"Par�, Michael","Bridges, Lynda","Rumar, Craig",45,No,"Instant Justice: a Par�, Michael and Bridges, Lynda film’s, directed by Rumar, Craig"
1986,71,Paramount Comedy Theater: Well-Developed,Comedy,"Mahler, Bruce","Carter, Judy",,40,No,
1986,88,Running Out of Luck,Comedy,"Jagger, Mick","Chong, Rae Dawn",,16,No,
1986,88,Seven Minutes in Heaven,Comedy,"Thames, Byron","Connelly, Jennifer","Feferman, Linda",49,No,"Seven Minutes in Heaven: a Thames, Byron and Connelly, Jennifer film’s, directed by Feferman, Linda"
1986,120,Betty Blue,Drama,"Anglade, Jean-Hughes","Dalle, B�atrice","Beineix, Jean-Jacques",71,No,"Betty Blue: a Anglade, Jean-Hughes and Dalle, B�atrice film’s, directed by Beineix, Jean-Jacques"
1986,96,"Fly, The",Horror,"Goldblum, Jeff","Davis, Geena","Cronenberg, David",33,No,"Fly, The: a Goldblum, Jeff and Davis, Geena film’s, directed by Cronenberg, David"
1986,120,"Boy Who Could Fly, The",Drama,"Underwood, Jay","Deakins, Lucy","Castle, Nick",25,No,"Boy Who Could Fly, The: a Underwood, Jay and Deakins, Lucy film’s, directed by Castle, Nick"
1986,108,Love Songs,Drama,"Lambert, Christopher","Deneuve, Catherine","Chouraqui, Elie",15,No,"Love Songs: a Lambert, Christopher and Deneuve, Catherine film’s, directed by Chouraqui, Elie"
1986,120,Jean de Florette,Drama,"Montand, Yves","Depardieu, Elizabeth","Berri, Claude",87,Yes,"Jean de Florette: a Montand, Yves and Depardieu, Elizabeth film’s, directed by Berri, Claude"
1986,87,Monster in the Closet,Comedy,"Grant, Donald","DuBarry, Denise","Dahlin, Bob",39,No,"Monster in the Closet: a Grant, Donald and DuBarry, Denise film’s, directed by Dahlin, Bob"
1986,103,Hannah & Her Sisters,Comedy,"Caine, Michael","Farrow, Mia","Allen, Woody",8,Yes,"Hannah & Her Sisters: a Caine, Michael and Farrow, Mia film’s, directed by Allen, Woody"
1986,95,Between Two Women,Drama,"Nouri, Michael","Fawcett, Farrah","Avnet, John",52,No,"Between Two Women: a Nouri, Michael and Fawcett, Farrah film’s, directed by Avnet, John"
1986,100,"Morning After, The",Mystery,"Bridges, Jeff","Fonda, Jane","Lumet, Sidney",6,No,"Morning After, The: a Bridges, Jeff and Fonda, Jane film’s, directed by Lumet, Sidney"
1986,122,Salvador,Drama,"Woods, James","Gibb, Cynthia","Stone, Oliver",77,No,"Salvador: a Woods, James and Gibb, Cynthia film’s, directed by Stone, Oliver"
1986,120,Comic Relief,Comedy,"Crystal, Billy","Goldberg, Whoopi",,69,No,
1986,120,Manhunter,Drama,"Petersen, William L.","Griest, Kim","Mann, Michael",19,No,"Manhunter: a Petersen, William L. and Griest, Kim film’s, directed by Mann, Michael"
1986,105,King Kong Lives!,Action,"Kerwin, Brian","Hamilton, Linda","Guillermin, John",20,No,"King Kong Lives!: a Kerwin, Brian and Hamilton, Linda film’s, directed by Guillermin, John"
1986,110,Highlander,Science Fiction,"Lambert, Christopher","Hart, Roxanne","Mulcahy, Russell",8,No,"Highlander: a Lambert, Christopher and Hart, Roxanne film’s, directed by Mulcahy, Russell"
1986,106,Wildcats,Comedy,"Keach, James","Hawn, Goldie","Ritchie, Michael",22,No,"Wildcats: a Keach, James and Hawn, Goldie film’s, directed by Ritchie, Michael"
1986,114,Hoosiers,Drama,"Hackman, Gene","Hershey, Barbara","Anspaugh, David",2,No,"Hoosiers: a Hackman, Gene and Hershey, Barbara film’s, directed by Anspaugh, David"
1986,90,Knights & Emeralds,Drama,"Leadbitter, Bill","Hills, Beverly","Emes, Ian",,No,"Knights & Emeralds: a Leadbitter, Bill and Hills, Beverly film’s, directed by Emes, Ian"
1986,90,Running Mates,Drama,"Webb, Greg","Howard, Barbara","Neff, Thomas L.",63,No,"Running Mates: a Webb, Greg and Howard, Barbara film’s, directed by Neff, Thomas L."
1986,100,Casino,Mystery,"Connors, Mike","Jackson, Sherry","Chaffey, Don",5,No,"Casino: a Connors, Mike and Jackson, Sherry film’s, directed by Chaffey, Don"
1986,100,American Anthem,Drama,"Gaylord, Mitch","Jones, Janet","Magnoli, Albert",74,No,"American Anthem: a Gaylord, Mitch and Jones, Janet film’s, directed by Magnoli, Albert"
1986,105,Crimes of the Heart,Comedy,"Shepard, Sam","Keaton, Diane","Beresford, Bruce",84,No,"Crimes of the Heart: a Shepard, Sam and Keaton, Diane film’s, directed by Beresford, Bruce"
1986,90,Hard Choices,Drama,"McCleery, Gary","Klenck, Margaret","King, Rick",41,No,"Hard Choices: a McCleery, Gary and Klenck, Margaret film’s, directed by King, Rick"
1986,98,Crocodile Dundee,Comedy,"Hogan, Paul","Kozlowski, Linda","Faiman, Peter",66,No,"Crocodile Dundee: a Hogan, Paul and Kozlowski, Linda film’s, directed by Faiman, Peter"
1986,89,True Stories,Comedy,"Goodman, John","Kurtz, Swoosie","Byrne, David",79,No,"True Stories: a Goodman, John and Kurtz, Swoosie film’s, directed by Byrne, David"
1986,84,Stewardess School,Comedy,"Most, Donald","Landers, Judy","Blancato, Ken",28,No,"Stewardess School: a Most, Donald and Landers, Judy film’s, directed by Blancato, Ken"
1986,93,"Golden Child, The",Comedy,"Murphy, Eddie","Lewis, Charlotte","Ritchie, Michael",86,No,"Golden Child, The: a Murphy, Eddie and Lewis, Charlotte film’s, directed by Ritchie, Michael"
1986,105,Ratboy,Drama,"Townsend, Robert","Locke, Sondra","Locke, Sondra",1,No,"Ratboy: a Townsend, Robert and Locke, Sondra film’s, directed by Locke, Sondra"
1986,132,Alrededor de Medianoche,Drama,Francois Cluzet,Lonette McKee,"Rayfield, David",47,No,"Alrededor de Medianoche: a Francois Cluzet and Lonette McKee film’s, directed by Rayfield, David"
1986,141,Courage,Drama,"Williams, Billy Dee","Loren, Sophia",,56,No,
1986,94,RAD,Action,"Allen, Bill","Loughlin, Lori","Needham, Hal",75,No,"RAD: a Allen, Bill and Loughlin, Lori film’s, directed by Needham, Hal"
1986,125,"Mission, The",Drama,"De Niro, Robert","Lunghi, Cherie","Joffe, Roland",20,No,"Mission, The: a De Niro, Robert and Lunghi, Cherie film’s, directed by Joffe, Roland"
1986,103,Fire with Fire,Drama,"Sheffer, Craig","Madsen, Virginia","Gibbins, Duncan",9,No,"Fire with Fire: a Sheffer, Craig and Madsen, Virginia film’s, directed by Gibbins, Duncan"
1986,130,El Guerrero Solitario,Drama,"Eastwood, Clint","Mason, Marsha","Eastwood, Clint",77,No,"El Guerrero Solitario: a Eastwood, Clint and Mason, Marsha film’s, directed by Eastwood, Clint"
1986,130,Heartbreak Ridge,War,"Eastwood, Clint","Mason, Marsha","Eastwood, Clint",61,No,"Heartbreak Ridge: a Eastwood, Clint and Mason, Marsha film’s, directed by Eastwood, Clint"
1986,119,"Color of Money, The",Drama,"Newman, Paul","Mastrantonio, Mary Elizabeth","Scorsese, Martin",6,Yes,"Color of Money, The: a Newman, Paul and Mastrantonio, Mary Elizabeth film’s, directed by Scorsese, Martin"
1986,119,Children of a Lesser God,Drama,"Hurt, William","Matlin, Marlee","Haines, Randa",20,Yes,"Children of a Lesser God: a Hurt, William and Matlin, Marlee film’s, directed by Haines, Randa"
